transaction_id,user_id,date,category,amount,weekly_budget_limit,monthly_income,week_number,month,year,is_impulsive,day_name
TRX001501,USR0680,2025-05-27,Hobby,304378.0,705386.25,4702575,22,5,2025,1,Tuesday
TRX024071,USR0443,2025-06-03,Entertainment,515467.0,926712.9,6178086,23,6,2025,1,Tuesday
TRX050005,USR0217,2025-02-01,Food & Beverage,67575.0,779571.45,5197143,5,2,2025,0,Saturday
TRX127013,USR0060,2025-12-28,Entertainment,377673.0,538101.15,3587341,52,12,2025,1,Sunday
TRX077996,USR0756,2025-07-30,Entertainment,100087.0,694482.75,4629885,31,7,2025,1,Wednesday
TRX098609,USR0527,2025-06-12,Transport,246818.0,1009382.25,6729215,24,6,2025,0,Thursday
TRX043249,USR0314,2025-12-23,Subscriptions,36934.0,927831.0,6185540,52,12,2025,0,Tuesday
TRX121021,USR0032,2025-07-06,Subscriptions,74559.0,985747.05,6571647,27,7,2025,0,Sunday
TRX041803,USR0251,2025-03-19,Shopping,723494.0,809522.7,5396818,12,3,2025,1,Wednesday
TRX145344,USR0687,2025-03-15,Shopping,496512.0,825947.4,5506316,11,3,2025,1,Saturday
TRX042676,USR0653,2025-05-31,Hobby,529083.0,956363.1,6375754,22,5,2025,1,Saturday
TRX063602,USR0949,2025-05-17,Entertainment,418949.0,649622.25,4330815,20,5,2025,1,Saturday
TRX143933,USR0013,2025-03-09,Food & Beverage,29579.0,549988.2,3666588,10,3,2025,0,Sunday
TRX121056,USR0276,2025-11-16,Entertainment,395248.0,938696.1,6257974,46,11,2025,1,Sunday
TRX031181,USR0503,2025-08-30,Subscriptions,271181.0,544079.85,3627199,35,8,2025,0,Saturday
TRX123569,USR0870,2025-08-22,Hobby,101527.0,1077651.9,7184346,34,8,2025,1,Friday
TRX110202,USR0149,2025-10-10,Shopping,598254.0,1183909.35,7892729,41,10,2025,1,Friday
TRX141392,USR0462,2025-06-16,Food & Beverage,88098.0,703713.2999999999,4691422,25,6,2025,0,Monday
TRX140567,USR0357,2025-02-01,Food & Beverage,71822.0,1130990.55,7539937,5,2,2025,0,Saturday
TRX047644,USR0883,2025-01-27,Food & Beverage,83211.0,382331.1,2548874,5,1,2025,0,Monday
TRX114593,USR0843,2025-08-16,Hobby,629064.0,1132560.75,7550405,33,8,2025,1,Saturday
TRX107996,USR0885,2025-06-07,Food & Beverage,106070.0,858042.15,5720281,23,6,2025,0,Saturday
TRX105122,USR0631,2025-12-15,Transport,181949.0,1038356.25,6922375,51,12,2025,0,Monday
TRX055397,USR0165,2025-02-23,Food & Beverage,29529.0,788541.6,5256944,8,2,2025,0,Sunday
TRX035292,USR0872,2025-06-06,Entertainment,670168.0,532101.45,3547343,23,6,2025,1,Friday
TRX023219,USR0006,2025-09-12,Food & Beverage,107403.0,1051759.8,7011732,37,9,2025,0,Friday
TRX004030,USR0710,2025-05-08,Transport,145425.0,417235.5,2781570,19,5,2025,0,Thursday
TRX115619,USR0135,2025-03-22,Shopping,522274.0,570869.1,3805794,12,3,2025,1,Saturday
TRX145450,USR0477,2025-11-07,Food & Beverage,20374.0,912133.95,6080893,45,11,2025,0,Friday
TRX122091,USR0727,2025-11-05,Entertainment,597819.0,914368.5,6095790,45,11,2025,1,Wednesday
TRX054726,USR0857,2025-06-07,Entertainment,188019.0,672781.35,4485209,23,6,2025,1,Saturday
TRX104336,USR0950,2025-10-24,Food & Beverage,88428.0,939468.3,6263122,43,10,2025,0,Friday
TRX145894,USR0919,2025-03-01,Transport,178407.0,985247.4,6568316,9,3,2025,0,Saturday
TRX143260,USR0442,2025-06-17,Hobby,713595.0,789163.35,5261089,25,6,2025,1,Tuesday
TRX029381,USR0194,2025-08-26,Bills,135648.0,703892.1,4692614,35,8,2025,0,Tuesday
TRX087311,USR0179,2025-10-20,Food & Beverage,134525.0,670680.9,4471206,43,10,2025,0,Monday
TRX058606,USR0410,2025-11-05,Entertainment,420022.0,569916.75,3799445,45,11,2025,1,Wednesday
TRX035250,USR0190,2025-06-17,Entertainment,692539.0,588269.4,3921796,25,6,2025,1,Tuesday
TRX081872,USR0744,2025-06-27,Food & Beverage,111643.0,1085244.45,7234963,26,6,2025,0,Friday
TRX118305,USR0868,2025-12-30,Transport,318173.0,1112600.85,7417339,1,12,2025,0,Tuesday
TRX021456,USR0721,2025-12-11,Food & Beverage,88472.0,998795.1,6658634,50,12,2025,0,Thursday
TRX139392,USR0256,2025-03-21,Entertainment,724400.0,820773.0,5471820,12,3,2025,1,Friday
TRX089598,USR0055,2025-02-19,Shopping,528121.0,1162153.35,7747689,8,2,2025,1,Wednesday
TRX040054,USR0119,2025-10-08,Shopping,378123.0,472529.85,3150199,41,10,2025,1,Wednesday
TRX047073,USR0639,2025-08-30,Entertainment,534697.0,877691.7,5851278,35,8,2025,1,Saturday
TRX134391,USR0455,2025-08-09,Shopping,687776.0,581736.9,3878246,32,8,2025,1,Saturday
TRX107129,USR0311,2025-11-29,Food & Beverage,29727.0,831776.85,5545179,48,11,2025,0,Saturday
TRX090086,USR0116,2025-01-01,Entertainment,682783.0,894502.65,5963351,1,1,2025,1,Wednesday
TRX082770,USR0937,2025-01-26,Food & Beverage,128066.0,791056.0499999999,5273707,4,1,2025,0,Sunday
TRX078561,USR0290,2025-10-23,Entertainment,202662.0,1095317.4,7302116,43,10,2025,1,Thursday
TRX065041,USR0221,2025-04-22,Shopping,510375.0,572179.7999999999,3814532,17,4,2025,1,Tuesday
TRX020038,USR0405,2025-06-01,Shopping,687739.0,1004164.5,6694430,22,6,2025,1,Sunday
TRX114023,USR0274,2025-05-29,Subscriptions,340749.0,804568.95,5363793,22,5,2025,0,Thursday
TRX142450,USR0676,2025-06-24,Food & Beverage,118282.0,553785.2999999999,3691902,26,6,2025,0,Tuesday
TRX148603,USR0575,2025-12-03,Shopping,462235.0,1083174.75,7221165,49,12,2025,1,Wednesday
TRX096666,USR0734,2025-07-20,Food & Beverage,46222.0,1042312.2,6948748,29,7,2025,0,Sunday
TRX035642,USR0806,2025-05-19,Shopping,382725.0,602181.2999999999,4014542,21,5,2025,1,Monday
TRX033728,USR0377,2025-10-20,Entertainment,718210.0,754505.1,5030034,43,10,2025,1,Monday
TRX060974,USR0797,2025-04-06,Food & Beverage,119955.0,856108.95,5707393,14,4,2025,0,Sunday
TRX091957,USR0099,2025-03-22,Food & Beverage,140194.0,422630.55,2817537,12,3,2025,0,Saturday
TRX012373,USR0273,2025-12-13,Food & Beverage,75581.0,432888.75,2885925,50,12,2025,0,Saturday
TRX077674,USR0591,2025-12-03,Transport,47877.0,610027.0499999999,4066847,49,12,2025,0,Wednesday
TRX126178,USR0580,2025-10-09,Food & Beverage,27641.0,1164994.8,7766632,41,10,2025,0,Thursday
TRX003773,USR0586,2025-09-13,Food & Beverage,61909.0,492047.4,3280316,37,9,2025,0,Saturday
TRX087350,USR0852,2025-02-24,Bills,178829.0,435409.8,2902732,9,2,2025,0,Monday
TRX083049,USR0569,2025-02-05,Entertainment,637619.0,608427.2999999999,4056182,6,2,2025,1,Wednesday
TRX056447,USR0061,2025-12-22,Bills,140547.0,971589.9,6477266,52,12,2025,0,Monday
TRX000372,USR0720,2025-12-09,Hobby,535413.0,1003959.0,6693060,50,12,2025,1,Tuesday
TRX029874,USR0944,2025-09-05,Shopping,286252.0,1130716.2,7538108,36,9,2025,1,Friday
TRX060643,USR0490,2025-08-26,Food & Beverage,27671.0,480549.3,3203662,35,8,2025,0,Tuesday
TRX030009,USR0085,2025-02-06,Food & Beverage,102951.0,447252.0,2981680,6,2,2025,0,Thursday
TRX019291,USR0106,2025-11-22,Entertainment,318797.0,577955.7,3853038,47,11,2025,1,Saturday
TRX005480,USR0073,2025-01-18,Entertainment,444357.0,451222.95,3008153,3,1,2025,1,Saturday
TRX081050,USR0371,2025-08-07,Shopping,50236.0,849016.5,5660110,32,8,2025,1,Thursday
TRX141747,USR0137,2025-02-06,Food & Beverage,116539.0,667555.0499999999,4450367,6,2,2025,0,Thursday
TRX010650,USR0436,2025-10-13,Food & Beverage,126679.0,507656.55,3384377,42,10,2025,0,Monday
TRX030293,USR0718,2025-06-04,Food & Beverage,120415.0,878361.75,5855745,23,6,2025,0,Wednesday
TRX035678,USR0344,2025-08-26,Entertainment,57721.0,761678.25,5077855,35,8,2025,1,Tuesday
TRX034839,USR0805,2025-02-12,Hobby,218933.0,936569.55,6243797,7,2,2025,1,Wednesday
TRX074022,USR0071,2025-01-15,Food & Beverage,96779.0,553033.0499999999,3686887,3,1,2025,0,Wednesday
TRX016681,USR0923,2025-03-05,Bills,313715.0,608193.45,4054623,10,3,2025,0,Wednesday
TRX122101,USR0410,2025-01-06,Entertainment,395248.0,569916.75,3799445,2,1,2025,1,Monday
TRX143759,USR0618,2025-01-13,Subscriptions,22993.0,433607.85,2890719,3,1,2025,0,Monday
TRX058759,USR0209,2025-08-24,Transport,88398.0,387189.6,2581264,34,8,2025,0,Sunday
TRX119163,USR0691,2025-06-18,Entertainment,171942.0,615386.25,4102575,25,6,2025,1,Wednesday
TRX126420,USR0654,2025-08-10,Subscriptions,332909.0,780749.85,5204999,32,8,2025,0,Sunday
TRX105925,USR0051,2025-04-30,Entertainment,215398.0,724877.5499999999,4832517,18,4,2025,1,Wednesday
TRX058664,USR0617,2025-08-15,Transport,278940.0,478763.55,3191757,33,8,2025,0,Friday
TRX109987,USR0268,2025-08-21,Shopping,524853.0,615767.7,4105118,34,8,2025,1,Thursday
TRX049490,USR0176,2025-11-11,Food & Beverage,74275.0,1183347.9,7888986,46,11,2025,0,Tuesday
TRX072127,USR0038,2025-11-12,Transport,37264.0,1125156.75,7501045,46,11,2025,0,Wednesday
TRX078569,USR0034,2025-10-29,Bills,189865.0,391922.4,2612816,44,10,2025,0,Wednesday
TRX050207,USR0498,2025-07-09,Food & Beverage,46606.0,982766.1,6551774,28,7,2025,0,Wednesday
TRX121797,USR0340,2025-07-03,Bills,185443.0,861356.1,5742374,27,7,2025,0,Thursday
TRX037586,USR0210,2025-12-15,Food & Beverage,21279.0,378491.25,2523275,51,12,2025,0,Monday
TRX040401,USR0196,2025-05-17,Subscriptions,99907.0,775403.25,5169355,20,5,2025,0,Saturday
TRX149092,USR0731,2025-02-20,Bills,209923.0,949264.95,6328433,8,2,2025,0,Thursday
TRX078010,USR0415,2025-11-22,Food & Beverage,42589.0,758890.7999999999,5059272,47,11,2025,0,Saturday
TRX027387,USR0244,2025-03-01,Food & Beverage,81489.5,550718.85,3671459,9,3,2025,0,Saturday
TRX081984,USR0439,2025-03-18,Bills,56321.0,559400.4,3729336,12,3,2025,0,Tuesday
TRX064094,USR0147,2025-09-26,Food & Beverage,37299.0,1161221.4,7741476,39,9,2025,0,Friday
TRX096441,USR0862,2025-04-20,Hobby,54856.0,896938.65,5979591,16,4,2025,1,Sunday
TRX094691,USR0352,2025-08-05,Transport,254674.0,1132108.8,7547392,32,8,2025,0,Tuesday
TRX046878,USR0981,2025-03-17,Entertainment,429234.0,652179.75,4347865,12,3,2025,1,Monday
TRX079815,USR0094,2025-04-17,Shopping,305570.0,895104.9,5967366,16,4,2025,1,Thursday
TRX131977,USR0431,2025-05-14,Transport,232767.0,1156383.6,7709224,20,5,2025,0,Wednesday
TRX148054,USR0533,2025-07-11,Shopping,671425.0,1051682.85,7011219,28,7,2025,1,Friday
TRX008607,USR0909,2025-10-24,Shopping,577033.0,728381.1,4855874,43,10,2025,1,Friday
TRX014517,USR0700,2025-10-07,Shopping,301290.0,1143439.5,7622930,41,10,2025,1,Tuesday
TRX070303,USR0657,2025-05-18,Subscriptions,86849.0,573610.5,3824070,20,5,2025,0,Sunday
TRX144659,USR0214,2025-03-05,Food & Beverage,111672.0,460910.25,3072735,10,3,2025,0,Wednesday
TRX005239,USR0914,2025-10-28,Shopping,351922.0,761646.0,5077640,44,10,2025,1,Tuesday
TRX013811,USR0001,2025-11-29,Food & Beverage,137542.0,952303.95,6348693,48,11,2025,0,Saturday
TRX125687,USR0118,2025-07-22,Transport,304821.0,653245.65,4354971,30,7,2025,0,Tuesday
TRX056251,USR0273,2025-01-06,Transport,57073.0,432888.75,2885925,2,1,2025,0,Monday
TRX078717,USR0872,2025-11-17,Transport,103875.0,532101.45,3547343,47,11,2025,0,Monday
TRX066665,USR0427,2025-11-03,Entertainment,348806.0,739131.0,4927540,45,11,2025,1,Monday
TRX030912,USR0453,2025-12-10,Shopping,61919.0,490687.95,3271253,50,12,2025,1,Wednesday
TRX077135,USR0548,2025-06-01,Hobby,395539.5,1043282.1,6955214,22,6,2025,1,Sunday
TRX010789,USR0998,2025-10-16,Food & Beverage,114642.0,1185698.85,7904659,42,10,2025,0,Thursday
TRX069150,USR0206,2025-12-19,Transport,60266.0,957148.95,6380993,51,12,2025,0,Friday
TRX112039,USR0924,2025-12-01,Transport,185769.0,1109978.4,7399856,49,12,2025,0,Monday
TRX044292,USR0017,2025-04-01,Bills,217812.0,1090199.85,7267999,14,4,2025,0,Tuesday
TRX138882,USR0160,2025-10-02,Subscriptions,302825.0,717580.35,4783869,40,10,2025,0,Thursday
TRX084111,USR0386,2025-12-19,Hobby,550134.0,903435.75,6022905,51,12,2025,1,Friday
TRX014812,USR0030,2025-05-29,Bills,187321.0,541558.35,3610389,22,5,2025,0,Thursday
TRX087660,USR0652,2025-05-26,Shopping,558680.0,815774.4,5438496,22,5,2025,1,Monday
TRX046247,USR0739,2025-02-05,Entertainment,95427.0,992343.75,6615625,6,2,2025,1,Wednesday
TRX099415,USR0238,2025-01-24,Food & Beverage,140262.0,803010.9,5353406,4,1,2025,0,Friday
TRX099462,USR0115,2025-07-08,Entertainment,239030.0,608492.5499999999,4056617,28,7,2025,1,Tuesday
TRX065730,USR0928,2025-08-12,Hobby,691158.0,490920.0,3272800,33,8,2025,1,Tuesday
TRX105838,USR0580,2025-03-13,Transport,75071.0,1164994.8,7766632,11,3,2025,0,Thursday
TRX049465,USR0087,2025-04-14,Entertainment,337762.0,770504.1,5136694,16,4,2025,1,Monday
TRX081321,USR0847,2025-07-03,Shopping,394840.0,1138090.2,7587268,27,7,2025,1,Thursday
TRX058828,USR0385,2025-01-11,Hobby,447038.0,1063250.1,7088334,2,1,2025,1,Saturday
TRX024982,USR0476,2025-08-25,Hobby,395539.5,806790.6,5378604,35,8,2025,1,Monday
TRX051789,USR0951,2025-11-21,Shopping,73823.0,732956.7,4886378,47,11,2025,1,Friday
TRX073454,USR0168,2025-10-18,Entertainment,395248.0,512104.8,3414032,42,10,2025,1,Saturday
TRX068839,USR0650,2025-03-02,Transport,336421.0,783279.6,5221864,9,3,2025,0,Sunday
TRX063645,USR0806,2025-08-20,Food & Beverage,96618.0,602181.2999999999,4014542,34,8,2025,0,Wednesday
TRX031133,USR0389,2025-04-11,Subscriptions,207800.0,563334.6,3755564,15,4,2025,0,Friday
TRX010396,USR0733,2025-08-09,Subscriptions,144615.0,1155904.65,7706031,32,8,2025,0,Saturday
TRX033699,USR0292,2025-06-17,Transport,139906.0,493000.05,3286667,25,6,2025,0,Tuesday
TRX067656,USR0226,2025-10-02,Food & Beverage,70676.0,707035.95,4713573,40,10,2025,0,Thursday
TRX119940,USR0800,2025-06-01,Transport,197299.0,528982.95,3526553,22,6,2025,0,Sunday
TRX048178,USR0871,2025-04-08,Hobby,265208.0,443744.7,2958298,15,4,2025,1,Tuesday
TRX090668,USR0778,2025-02-06,Entertainment,92986.0,511616.25,3410775,6,2,2025,1,Thursday
TRX021393,USR0525,2025-11-15,Transport,317443.0,445849.05,2972327,46,11,2025,0,Saturday
TRX126331,USR0880,2025-09-19,Shopping,202105.0,866890.35,5779269,38,9,2025,1,Friday
TRX033911,USR0830,2025-03-15,Transport,185969.0,744392.4,4962616,11,3,2025,0,Saturday
TRX020712,USR0233,2025-07-05,Bills,305881.0,556064.1,3707094,27,7,2025,0,Saturday
TRX023718,USR0698,2025-11-02,Food & Beverage,118065.0,732504.9,4883366,44,11,2025,0,Sunday
TRX017694,USR0950,2025-08-02,Food & Beverage,111788.0,939468.3,6263122,31,8,2025,0,Saturday
TRX032497,USR0414,2025-12-28,Transport,103134.0,873169.0499999999,5821127,52,12,2025,0,Sunday
TRX110668,USR0452,2025-12-24,Food & Beverage,70200.0,524479.5,3496530,52,12,2025,0,Wednesday
TRX052213,USR0155,2025-05-22,Shopping,103571.0,693070.95,4620473,21,5,2025,1,Thursday
TRX030739,USR0820,2025-11-26,Food & Beverage,94079.0,1111407.6,7409384,48,11,2025,0,Wednesday
TRX080785,USR0156,2025-06-23,Food & Beverage,64837.0,750128.4,5000856,26,6,2025,0,Monday
TRX096221,USR0500,2025-03-19,Food & Beverage,23979.0,618802.65,4125351,12,3,2025,0,Wednesday
TRX146590,USR0062,2025-08-19,Food & Beverage,80585.0,829763.4,5531756,34,8,2025,0,Tuesday
TRX057959,USR0284,2025-04-11,Hobby,294624.0,672794.4,4485296,15,4,2025,1,Friday
TRX074781,USR0670,2025-04-05,Shopping,394840.0,1088250.0,7255000,14,4,2025,1,Saturday
TRX111060,USR0683,2025-04-13,Food & Beverage,24583.0,1111832.4,7412216,15,4,2025,0,Sunday
TRX126622,USR0182,2025-03-09,Transport,185661.0,931298.1,6208654,10,3,2025,0,Sunday
TRX116337,USR0107,2025-03-13,Bills,339717.0,412631.25,2750875,11,3,2025,0,Thursday
TRX131297,USR0664,2025-05-22,Food & Beverage,113183.0,467405.4,3116036,21,5,2025,0,Thursday
TRX118770,USR0919,2025-05-01,Bills,320309.0,985247.4,6568316,18,5,2025,0,Thursday
TRX043225,USR0678,2025-02-06,Food & Beverage,53925.0,748817.7,4992118,6,2,2025,0,Thursday
TRX149062,USR0084,2025-09-08,Food & Beverage,52064.0,1108870.8,7392472,37,9,2025,0,Monday
TRX084502,USR0719,2025-08-30,Food & Beverage,40605.0,524933.1,3499554,35,8,2025,0,Saturday
TRX017690,USR0237,2025-08-21,Transport,170513.0,1066850.7,7112338,34,8,2025,0,Thursday
TRX019954,USR0835,2025-10-09,Food & Beverage,67830.0,971805.3,6478702,41,10,2025,0,Thursday
TRX046016,USR0944,2025-11-14,Entertainment,395248.0,1130716.2,7538108,46,11,2025,1,Friday
TRX073230,USR0468,2025-07-18,Shopping,513217.0,520101.6,3467344,29,7,2025,1,Friday
TRX057669,USR0561,2025-02-13,Subscriptions,319950.0,864960.2999999999,5766402,7,2,2025,0,Thursday
TRX031487,USR0538,2025-02-05,Entertainment,606110.0,1011204.15,6741361,6,2,2025,1,Wednesday
TRX027770,USR0127,2025-09-28,Shopping,395294.0,1078976.1,7193174,39,9,2025,1,Sunday
TRX072339,USR0616,2025-09-04,Transport,236501.0,585042.45,3900283,36,9,2025,0,Thursday
TRX042959,USR0043,2025-05-21,Entertainment,701635.0,1026864.0,6845760,21,5,2025,1,Wednesday
TRX119255,USR0745,2025-01-23,Transport,185661.0,795554.4,5303696,4,1,2025,0,Thursday
TRX145095,USR0260,2025-10-22,Entertainment,329399.0,518172.0,3454480,43,10,2025,1,Wednesday
TRX133700,USR0298,2025-01-13,Food & Beverage,140417.0,582662.7,3884418,3,1,2025,0,Monday
TRX062161,USR0081,2025-12-28,Food & Beverage,91810.0,626962.2,4179748,52,12,2025,0,Sunday
TRX019937,USR0771,2025-04-29,Entertainment,582363.0,434656.5,2897710,18,4,2025,1,Tuesday
TRX128740,USR0241,2025-06-28,Transport,222414.0,832914.9,5552766,26,6,2025,0,Saturday
TRX088852,USR0456,2025-05-31,Food & Beverage,97112.0,991349.55,6608997,22,5,2025,0,Saturday
TRX145342,USR0342,2025-12-29,Food & Beverage,24532.0,968501.85,6456679,1,12,2025,0,Monday
TRX081575,USR0595,2025-12-04,Shopping,467681.0,403268.4,2688456,49,12,2025,1,Thursday
TRX060513,USR0682,2025-01-14,Food & Beverage,102698.0,1032170.55,6881137,3,1,2025,0,Tuesday
TRX093382,USR0915,2025-10-19,Transport,321773.0,440313.45,2935423,42,10,2025,0,Sunday
TRX030078,USR0147,2025-07-08,Bills,298640.0,1161221.4,7741476,28,7,2025,0,Tuesday
TRX124692,USR0983,2025-01-23,Food & Beverage,147256.0,1109693.1,7397954,4,1,2025,0,Thursday
TRX017963,USR0610,2025-06-25,Food & Beverage,122480.0,460831.8,3072212,26,6,2025,0,Wednesday
TRX063471,USR0080,2025-06-22,Subscriptions,68911.0,1133204.85,7554699,25,6,2025,0,Sunday
TRX115086,USR0116,2025-09-14,Transport,304631.0,894502.65,5963351,37,9,2025,0,Sunday
TRX052435,USR0607,2025-09-20,Food & Beverage,92053.0,959641.65,6397611,38,9,2025,0,Saturday
TRX078616,USR0376,2025-07-23,Food & Beverage,108922.0,881666.7,5877778,30,7,2025,0,Wednesday
TRX147204,USR0407,2025-04-22,Shopping,510896.0,450047.25,3000315,17,4,2025,1,Tuesday
TRX080477,USR0598,2025-01-24,Food & Beverage,74356.0,987811.8,6585412,4,1,2025,0,Friday
TRX025330,USR0707,2025-07-15,Food & Beverage,112418.0,835333.95,5568893,29,7,2025,0,Tuesday
TRX115957,USR0902,2025-03-18,Food & Beverage,82335.0,989709.6,6598064,12,3,2025,0,Tuesday
TRX063470,USR0745,2025-08-07,Bills,118367.0,795554.4,5303696,32,8,2025,0,Thursday
TRX110544,USR0288,2025-02-06,Entertainment,508808.0,1155839.55,7705597,6,2,2025,1,Thursday
TRX035702,USR0662,2025-02-12,Food & Beverage,76934.0,800697.15,5337981,7,2,2025,0,Wednesday
TRX123161,USR0232,2025-01-14,Food & Beverage,45511.0,997333.05,6648887,3,1,2025,0,Tuesday
TRX044040,USR0996,2025-02-07,Bills,213050.0,1040651.55,6937677,6,2,2025,0,Friday
TRX149800,USR0243,2025-05-14,Subscriptions,254787.0,839135.25,5594235,20,5,2025,0,Wednesday
TRX145479,USR0039,2025-11-23,Food & Beverage,128724.0,1044512.7,6963418,47,11,2025,0,Sunday
TRX041239,USR0860,2025-11-06,Food & Beverage,108466.0,376695.45,2511303,45,11,2025,0,Thursday
TRX057022,USR0255,2025-04-25,Shopping,715016.0,814514.7,5430098,17,4,2025,1,Friday
TRX149975,USR0157,2025-06-24,Food & Beverage,77870.0,810923.7,5406158,26,6,2025,0,Tuesday
TRX065854,USR0806,2025-01-27,Subscriptions,110921.0,602181.2999999999,4014542,5,1,2025,0,Monday
TRX134549,USR0497,2025-04-05,Transport,202952.0,1049251.95,6995013,14,4,2025,0,Saturday
TRX059935,USR0184,2025-01-18,Food & Beverage,122393.0,392704.95,2618033,3,1,2025,0,Saturday
TRX037727,USR0476,2025-12-05,Entertainment,701247.0,806790.6,5378604,49,12,2025,1,Friday
TRX121873,USR0798,2025-07-19,Food & Beverage,128824.0,1198419.6,7989464,29,7,2025,0,Saturday
TRX077589,USR0780,2025-05-17,Bills,158593.0,764531.1,5096874,20,5,2025,0,Saturday
TRX000163,USR0229,2025-09-25,Shopping,254677.0,1153343.55,7688957,39,9,2025,1,Thursday
TRX029901,USR0151,2025-12-23,Transport,68166.0,388779.75,2591865,52,12,2025,0,Tuesday
TRX033195,USR0576,2025-04-03,Food & Beverage,53803.0,773521.0499999999,5156807,14,4,2025,0,Thursday
TRX024819,USR0933,2025-10-23,Entertainment,301730.0,660434.5499999999,4402897,43,10,2025,1,Thursday
TRX009662,USR0245,2025-02-02,Transport,278468.0,803947.95,5359653,5,2,2025,0,Sunday
TRX137581,USR0849,2025-09-30,Food & Beverage,138744.0,1174480.2,7829868,40,9,2025,0,Tuesday
TRX032284,USR0193,2025-01-15,Food & Beverage,79210.0,933069.6,6220464,3,1,2025,0,Wednesday
TRX016847,USR0033,2025-03-30,Transport,89355.0,961941.3,6412942,13,3,2025,0,Sunday
TRX033205,USR0046,2025-01-19,Entertainment,214025.0,375060.6,2500404,3,1,2025,1,Sunday
TRX003043,USR0200,2025-09-21,Food & Beverage,127854.0,623252.4,4155016,38,9,2025,0,Sunday
TRX121020,USR0247,2025-12-10,Food & Beverage,128544.0,433192.8,2887952,50,12,2025,0,Wednesday
TRX016909,USR0039,2025-06-22,Food & Beverage,37457.0,1044512.7,6963418,25,6,2025,0,Sunday
TRX076120,USR0048,2025-12-17,Bills,168373.0,573522.45,3823483,51,12,2025,0,Wednesday
TRX044670,USR0936,2025-08-03,Entertainment,92519.0,457372.2,3049148,31,8,2025,1,Sunday
TRX011989,USR0519,2025-01-10,Food & Beverage,122578.0,1075912.5,7172750,2,1,2025,0,Friday
TRX075343,USR0100,2025-02-11,Transport,79412.0,457533.3,3050222,7,2,2025,0,Tuesday
TRX096612,USR0906,2025-02-17,Bills,43380.0,1186689.45,7911263,8,2,2025,0,Monday
TRX133648,USR0672,2025-02-15,Food & Beverage,58388.0,869593.65,5797291,7,2,2025,0,Saturday
TRX071336,USR0720,2025-11-16,Bills,65570.0,1003959.0,6693060,46,11,2025,0,Sunday
TRX139669,USR0653,2025-09-09,Entertainment,211108.0,956363.1,6375754,37,9,2025,1,Tuesday
TRX073508,USR0041,2025-09-28,Bills,290520.0,840204.0,5601360,39,9,2025,0,Sunday
TRX112846,USR0588,2025-06-30,Shopping,133560.0,898479.9,5989866,27,6,2025,1,Monday
TRX127401,USR0130,2025-02-09,Bills,211477.0,633952.65,4226351,6,2,2025,0,Sunday
TRX008038,USR0058,2025-02-22,Bills,113370.0,1183111.2,7887408,8,2,2025,0,Saturday
TRX129399,USR0696,2025-12-14,Entertainment,240668.0,853581.15,5690541,50,12,2025,1,Sunday
TRX084954,USR0595,2025-03-18,Food & Beverage,70274.0,403268.4,2688456,12,3,2025,0,Tuesday
TRX039769,USR0975,2025-07-08,Transport,43933.0,540276.6,3601844,28,7,2025,0,Tuesday
TRX083464,USR0328,2025-06-14,Food & Beverage,29489.0,869306.1,5795374,24,6,2025,0,Saturday
TRX069339,USR0839,2025-09-03,Entertainment,692608.0,1050983.1,7006554,36,9,2025,1,Wednesday
TRX012918,USR0261,2025-11-18,Food & Beverage,62211.0,724921.65,4832811,47,11,2025,0,Tuesday
TRX027612,USR0031,2025-05-30,Food & Beverage,110312.0,379156.8,2527712,22,5,2025,0,Friday
TRX131341,USR0940,2025-08-20,Transport,225605.0,791090.85,5273939,34,8,2025,0,Wednesday
TRX095417,USR0754,2025-12-07,Transport,147112.0,1041674.85,6944499,49,12,2025,0,Sunday
TRX110138,USR0146,2025-05-08,Shopping,222822.0,898068.6,5987124,19,5,2025,1,Thursday
TRX103439,USR0024,2025-11-01,Entertainment,232007.0,909410.55,6062737,44,11,2025,1,Saturday
TRX043097,USR0746,2025-03-27,Entertainment,441311.0,689005.95,4593373,13,3,2025,1,Thursday
TRX130291,USR0356,2025-11-15,Transport,42203.0,587159.5499999999,3914397,46,11,2025,0,Saturday
TRX029843,USR0043,2025-09-19,Transport,201043.0,1026864.0,6845760,38,9,2025,0,Friday
TRX008772,USR0044,2025-09-11,Entertainment,211093.0,862694.7,5751298,37,9,2025,1,Thursday
TRX097975,USR0509,2025-03-20,Food & Beverage,45368.0,642886.5,4285910,12,3,2025,0,Thursday
TRX035634,USR0367,2025-10-17,Bills,235562.0,590963.7,3939758,42,10,2025,0,Friday
TRX092501,USR0685,2025-01-28,Transport,225329.0,701190.9,4674606,5,1,2025,0,Tuesday
TRX111479,USR0919,2025-09-23,Transport,264855.0,985247.4,6568316,39,9,2025,0,Tuesday
TRX005056,USR0800,2025-05-10,Bills,158755.0,528982.95,3526553,19,5,2025,0,Saturday
TRX002481,USR0282,2025-01-22,Shopping,101319.0,473505.3,3156702,4,1,2025,1,Wednesday
TRX129916,USR0312,2025-09-07,Transport,341027.0,963792.3,6425282,36,9,2025,0,Sunday
TRX007024,USR0974,2025-10-13,Entertainment,303024.0,891244.2,5941628,42,10,2025,1,Monday
TRX091922,USR0297,2025-03-06,Entertainment,207465.0,916460.4,6109736,10,3,2025,1,Thursday
