transaction_id,user_id,date,category,amount,weekly_budget_limit,monthly_income
TRX022062,USR0820,2025-03-05,Entertainment,332059.0,1111407.5999999999,7409384
TRX097248,USR0661,2025-04-28,Hobby,497245.0,956441.1,6376274
TRX063407,USR0955,2025-10-14,Subscriptions,123722.0,496869.14999999997,3312461
TRX122180,USR0677,2025-04-09,Transport,150816.0,1163133.5999999999,7754224
TRX001720,USR0726,2025-02-16,Food & Beverage,28712.0,479453.69999999995,3196358
TRX101873,USR0060,2025-02-14,Food & Beverage,125950.0,538101.15,3587341
TRX087301,USR0029,2025-03-22,Shopping,438441.0,1082941.05,7219607
TRX131993,USR0707,2025-03-22,Food & Beverage,55037.0,835333.95,5568893
TRX075258,USR0680,2025-05-19,Shopping,227809.0,705386.25,4702575
TRX022867,USR0761,2025-02-06,Subscriptions,95037.0,458505.14999999997,3056701
TRX021255,USR0449,2025-11-16,Bills,116540.0,1103467.05,7356447
TRX126639,USR0574,2025-05-05,Shopping,541183.0,851037.6,5673584
TRX081831,USR0572,2025-11-26,Bills,181135.0,634869.75,4232465
TRX050828,USR0604,,Bills,56764.0,937679.7,6251198
TRX135532,USR0671,2025-06-27,Entertainment,277796.0,821638.5,5477590
TRX087511,USR0796,2025-07-11,Food & Beverage,19577.0,420327.89999999997,2802186
TRX001866,USR0141,2025-11-17,Food & Beverage,63789.0,1143468.3,7623122
TRX149268,USR0730,2025-08-26,Food & Beverage,73142.0,628270.7999999999,4188472
TRX105546,USR0296,2025-07-02,Food & Beverage,39851.0,822812.7,5485418
TRX020896,USR0605,2025-11-26,Food & Beverage,114701.0,918226.35,6121509
TRX065382,USR0123,2025-08-16,Transport,168554.0,469329.14999999997,3128861
TRX108151,USR0887,2025-06-28,Food & Beverage,33389.0,481449.3,3209662
TRX046927,USR0295,2025-11-19,Transport,166184.0,631875.45,4212503
TRX120642,USR0661,2025-11-26,Entertainment,429337.0,956441.1,6376274
TRX118921,USR0743,2025-02-26,Entertainment,477152.0,986572.6499999999,6577151
TRX118221,USR0959,2025-11-12,Bills,6967200.0,781593.9,5210626
TRX149913,USR0310,2025-06-28,food & beverage ,29859.0,668416.35,4456109
TRX123213,USR0635,2025-09-14,Transport,170263.0,526817.5499999999,3512117
TRX043582,USR0800,2025-04-26,Bills,287102.0,528982.95,3526553
TRX047739,USR0165,2025-04-28,Food & Beverage,31775.0,788541.6,5256944
TRX144633,USR0163,2025-05-23,Food & Beverage,25875.0,589432.65,3929551
TRX036837,USR0456,2025-01-08,Transport,201398.0,991349.5499999999,6608997
TRX127545,USR0338,2025-12-14,Transport,309225.0,619167.15,4127781
TRX042207,USR0592,2025-08-27,Entertainment,613834.0,738084.6,4920564
TRX040692,USR0389,2025-06-16,Transport,39073.0,563334.6,3755564
TRX091835,USR0575,2025-09-12,food & beverage ,145013.0,1083174.75,7221165
TRX149577,USR0624,2025-10-05,Entertainment,434359.0,1153563.75,7690425
TRX027880,USR0584,2025-05-09,Bills,225073.0,392510.85,2616739
TRX058032,USR0392,2025-12-27,Food & Beverage,37196.0,1138576.95,7590513
TRX059026,USR0991,2025-09-04,Bills,339753.0,545115.9,3634106
TRX001982,USR0034,2025-04-10,Food & Beverage,25117.0,391922.39999999997,2612816
TRX109671,USR0823,2025-08-03,Transport,317744.0,859354.2,5729028
TRX028667,USR0029,2025-06-18,Shopping,494652.0,1082941.05,7219607
TRX008296,USR0124,2025-07-11,Food & Beverage,117578.0,754043.1,5026954
TRX027155,USR0989,2025-06-09,Shopping,433615.0,909294.45,6061963
TRX041488,USR0329,2025-11-03,Food & Beverage,22279.0,1107552.0,7383680
TRX105307,USR0259,2025-07-27,Entertainment,297380.0,560657.25,3737715
TRX017029,USR0349,2025-06-12,Entertainment,107786.0,1165189.95,7767933
TRX141123,USR0291,2025-11-23,Food & Beverage,18561.0,723719.5499999999,4824797
TRX112038,USR0072,2025-04-18,Bills,332008.0,826205.7,5508038
TRX061253,USR0024,2025-01-03,Entertainment,522524.0,909410.5499999999,6062737
TRX109478,USR0889,2025-03-23,Food & Beverage,98130.0,1105883.0999999999,7372554
TRX050497,USR0464,2025-05-21,Transport,348637.0,569295.2999999999,3795302
TRX022023,USR0972,2025-09-23,Transport,145410.0,408704.25,2724695
TRX068097,USR0334,2025-07-12,Food & Beverage,125900.0,512134.19999999995,3414228
TRX103682,USR0223,2025-04-11,Transport,136944.0,953961.6,6359744
TRX031395,USR0366,2025-08-17,Entertainment,321108.0,892275.45,5948503
TRX075295,USR0991,2025-03-23,Food & Beverage,113684.0,545115.9,3634106
TRX028906,  USR0756 ,2025-06-05,Shopping,139954.0,694482.75,4629885
TRX040696,  USR0503 ,2025-12-06,Shopping,-147687.0,544079.85,3627199
TRX087015,USR0660,2025-10-31,Subscriptions,106797.0,623848.0499999999,4158987
TRX068405,USR0188,2025-08-10,Hobby,375896.0,557325.2999999999,3715502
TRX048597,USR0844,2025-02-13,Entertainment,361695.0,633853.5,4225690
TRX051416,USR0522,2025-09-22,Food & Beverage,18476.0,852857.1,5685714
TRX132910,USR0243,2025-03-24,food & beverage ,141840.0,839135.25,5594235
TRX040091,USR0687,2025-12-13,SHOPPING,,825947.4,5506316
TRX098308,  USR0615 ,2025-05-03,Entertainment,263762.0,429521.39999999997,2863476
TRX128927,USR0073,2025-04-10,Shopping,461680.0,451222.95,3008153
TRX005446,USR0968,2025-09-03,Entertainment,262055.0,681500.7,4543338
TRX030103,USR0304,,Shopping,561729.0,1160749.65,7738331
TRX148715,USR0496,2025-03-14,Food & Beverage,41842.0,966546.75,6443645
TRX014760,USR0038,2025-05-11,Shopping,52077.0,1125156.75,7501045
TRX039305,USR0844,2025-05-22,Bills,24151500.0,633853.5,4225690
TRX149986,USR0630,2025-02-02,Shopping,243071.0,533943.2999999999,3559622
TRX094050,USR0392,2025-01-18,Entertainment,71371.0,1138576.95,7590513
TRX033661,USR0869,2025-10-25,Transport,144926.0,1001433.6,6676224
TRX134960,USR0598,2025-11-05,Entertainmnt,,987811.7999999999,6585412
TRX001490,USR0043,2025-02-10,Entertainment,467708.0,1026864.0,6845760
TRX127630,USR0396,2025-12-29,Transport,54270.0,1038676.0499999999,6924507
TRX136880,USR0932,2025-12-08,Food & Beverage,70623.0,923997.75,6159985
TRX017715,USR0569,2025-12-29,Entertainment,536822.0,608427.2999999999,4056182
TRX050775,USR0877,2025-02-22,Entertainment,658522.0,634534.2,4230228
TRX082608,USR0136,2025-12-04,Entertainmnt,354434.0,1193663.8499999999,7957759
TRX054517,USR0345,2025-06-17,Food & Beverage,62299.0,835721.25,5571475
TRX050227,USR0062,2025-07-02,Food & Beverage,15162.0,829763.4,5531756
TRX087977,USR0575,2025-01-02,Shopping,651254.0,1083174.75,7221165
TRX053904,USR0495,2025-09-29,Bills,222112.0,614940.15,4099601
TRX013374,USR0861,2025-01-12,Food & Beverage,113788.0,556531.35,3710209
TRX059990,USR0049,2025-05-23,Entertainment,,633348.0,4222320
TRX017602,USR0895,2025-07-21,Food & Beverage,144861.0,875209.7999999999,5834732
TRX024755,USR0833,2025-04-09,Bills,-70939.0,546442.95,3642953
TRX078370,USR0889,2025-01-11,Bills,52099.0,1105883.0999999999,7372554
TRX083076,USR0569,2025-08-20,Food & Beverage,100756.0,608427.2999999999,4056182
TRX123349,USR0472,2025-07-12,Transport,144317.0,877837.7999999999,5852252
TRX029615,USR0286,2025-08-24,Food & Beverage,141220.0,937467.45,6249783
TRX136777,USR0712,,Entertainment,602141.0,987162.2999999999,6581082
TRX105755,USR0236,2025-02-15,Food & Beverage,101925.0,925329.9,6168866
TRX072036,USR0663,2025-02-20,Food & Beverage,47229.0,624268.95,4161793
TRX092308,USR0948,2025-09-17,food & beverage ,,608176.5,4054510
TRX085219,USR0978,2025-01-29,Entertainment,336380.0,876032.4,5840216
TRX069103,USR0634,2025-07-15,Shopping,731581.0,994721.85,6631479
TRX051450,USR0745,2025-04-06,Subs,268837.0,795554.4,5303696
TRX032207,USR0066,2025-12-01,Hobby,175003.0,1109281.05,7395207
TRX046973,USR0379,2025-07-06,Food & Beverage,123703.0,778913.25,5192755
TRX025817,USR0408,2025-07-02,Food & Beverage,76104.0,1177923.75,7852825
TRX033609,USR0712,2025-02-05,Bills,188299.0,987162.2999999999,6581082
TRX110991,USR0671,2025-03-20,food & beverage ,103496.0,821638.5,5477590
TRX004545,USR0709,2025-05-17,Shopping,482174.0,890007.2999999999,5933382
TRX127529,USR0141,2025-07-12,Transport,158423.0,1143468.3,7623122
TRX123407,USR0276,2025-10-29,Shopping,500992.0,938696.1,6257974
TRX087648,USR0468,,Entertainment,212461.0,520101.6,3467344
TRX068788,USR0713,2025-07-31,Transport,324582.0,884257.35,5895049
TRX018431,USR0792,2025-03-24,Entertainment,634819.0,738607.5,4924050
TRX079173,USR0022,2025-11-09,Entertainment,700278.0,837030.15,5580201
TRX060080,USR0931,2025-11-09,Subscriptions,130534.0,903383.1,6022554
TRX045251,USR0907,2025-01-17,Bills,342981.0,969560.25,6463735
TRX100273,USR0563,2025-06-07,Transport,349928.0,672577.65,4483851
TRX098933,USR0060,2025-01-28,Entertainment,560252.0,538101.15,3587341
TRX025135,USR0303,2025-06-11,Transport,157341.0,538875.15,3592501
TRX097413,USR0633,2025-10-02,Transport,349344.0,481299.3,3208662
TRX144698,USR0671,2025-03-12,Food & Beverage,126742.0,821638.5,5477590
TRX095807,USR0692,2025-02-04,Entertainment,465596.0,946990.5,6313270
TRX110566,USR0389,2025-02-15,Food & Beverage,32703.0,563334.6,3755564
TRX120800,USR0207,2025-08-09,Entertainment,670303.0,1084725.3,7231502
TRX103034,USR0397,2025-05-01,Transport,198645.0,1126206.3,7508042
TRX125366,USR0138,2025-11-02,Transport,76643.0,661605.75,4410705
TRX071252,USR0505,2025-05-03,Transport,252925.0,1156738.95,7711593
TRX084337,USR0242,2025-03-31,Entertainment,592995.0,456101.55,3040677
TRX034327,USR0993,2025-12-23,Transport,69523.0,746245.2,4974968
TRX138660,USR0528,2025-12-01,Shopping,,663320.25,4422135
TRX083480,USR0899,2025-12-26,Transport,331009.0,543599.1,3623994
TRX092772,USR0689,2025-01-15,Transport,214994.0,1145961.45,7639743
TRX020586,USR0900,2025-04-26,Food & Beverage,83952.0,837199.2,5581328
TRX077897,USR0803,2025-01-14,Shopping,236230.0,707352.75,4715685
TRX000927,USR0441,2025-07-28,Entertainment,572099.0,1074154.3499999999,7161029
TRX070849,USR0526,2025-10-08,Transport,308666.0,779241.9,5194946
TRX119658,USR0440,2025-10-21,Entertainmnt,616300.0,527614.95,3517433
TRX048018,USR0236,2025-07-21,food & beverage ,38599.0,925329.9,6168866
TRX036505,USR0597,2025-05-22,Transport,85462.0,870518.5499999999,5803457
TRX036015,USR0530,2025-11-13,Bills,330921.0,509982.75,3399885
TRX025633,USR0570,2025-08-17,Food & Beverage,135360.0,1036727.85,6911519
TRX134251,USR0999,2025-11-07,Hobby,420162.0,557813.7,3718758
TRX011169,USR0033,2025-05-31,Shopping,664340.0,961941.2999999999,6412942
TRX133333,USR0048,2025-08-31,Transport,270217.0,573522.45,3823483
TRX007221,USR0896,2025-02-27,Food & Beverage,83109.0,939251.25,6261675
TRX107218,USR0331,2025-10-21,Shopping,290014.0,1069961.7,7133078
TRX102304,USR0914,2025-07-10,Food & Beverage,109386.0,761646.0,5077640
TRX020898,USR0166,2025-10-09,Entertainment,491187.0,1092432.45,7282883
TRX115196,USR0059,2025-10-29,Shopping,632981.0,922903.7999999999,6152692
TRX026827,USR0050,2025-12-20,Shopping,296962.0,1111464.5999999999,7409764
TRX084388,USR0496,2025-06-01,Entertainment,331433.0,966546.75,6443645
TRX079915,USR0611,2025-02-05,Food & Beverage,111409.0,1037766.1499999999,6918441
TRX007934,USR0697,2025-11-09,Shopping,212812.0,474627.0,3164180
TRX136721,USR0602,2025-11-02,Transport,163757.0,482513.39999999997,3216756
TRX076105,USR0071,2025-11-15,Shopping,274150.0,553033.0499999999,3686887
TRX012878,USR0751,2025-11-01,Food & Beverage,111659.0,505518.44999999995,3370123
TRX065856,USR0780,2025-11-01,Entertainment,177207.0,764531.1,5096874
TRX094376,USR0482,2025-12-27,Transport,183246.0,1170383.4,7802556
TRX012355,USR0832,2025-06-15,,81718.0,890070.45,5933803
TRX095309,USR0361,2025-05-14,Subscriptions,263499.0,983683.95,6557893
TRX148691,USR0209,2025-03-27,Transport,325271.0,387189.6,2581264
TRX055796,USR0027,2025-10-28,Entertainment,623048.0,872203.7999999999,5814692
TRX032837,USR0902,2025-02-07,Food & Beverage,119199.0,989709.6,6598064
TRX117631,USR0099,2025-01-02,Transport,84798.0,422630.55,2817537
TRX084886,USR0798,2025-10-11,Shopping,613738.0,1198419.5999999999,7989464
TRX013512,USR0982,2025-08-16,Transport,92554.0,512922.6,3419484
TRX138649,USR0219,2025-08-05,Food & Beverage,78953.0,495553.8,3303692
TRX100144,USR0398,2025-07-28,Hobby,551201.0,682729.65,4551531
TRX039648,USR0229,2025-03-09,Entertainment,687656.0,1153343.55,7688957
TRX073381,USR0623,2025-09-05,Hobby,,692748.6,4618324
TRX006320,USR0523,2025-02-05,Food & Beverage,115062.0,634214.4,4228096
TRX004335,USR0698,2025-09-15,Shopping,439691.0,732504.9,4883366
TRX140380,USR0629,2025-06-08,Shopping,69512.0,909555.9,6063706
TRX039962,USR0090,2025-02-25,Food & Beverage,132724.0,819193.95,5461293
TRX067480,USR0995,2025-10-23,Hobby,245574.0,741339.9,4942266
TRX102469,USR0994,2025-05-03,Entertainment,331181.0,1152108.5999999999,7680724
TRX085590,USR0817,2025-05-02,Food & Beverage,79150.0,988171.5,6587810
TRX019120,USR0187,2025-04-17,Food & Beverage,67424.0,812738.7,5418258
TRX003207,USR0768,2025-04-08,Entertainment,607607.0,492799.8,3285332
TRX023959,USR0976,2025-12-14,Bills,119598.0,1090123.95,7267493
TRX071727,USR0535,2025-04-12,Food & Beverage,55567.0,669324.75,4462165
TRX127498,USR0682,2025-12-13,Entertainment,368467.0,1032170.5499999999,6881137
TRX101047,USR0876,2025-06-11,Food & Beverage,84577.0,507608.39999999997,3384056
TRX055231,USR0297,2025-11-16,Entertainment,578119.0,916460.4,6109736
TRX054757,USR0233,2025-12-22,Shopping,106751.0,556064.1,3707094
TRX139697,USR0204,2025-02-22,Entertainment,413399.0,513581.25,3423875
TRX145385,USR0047,2025-10-31,Transport,244346.0,1109638.5,7397590
TRX048723,USR0157,2025-07-10,Food & Beverage,80446.0,810923.7,5406158
TRX039221,  USR0814 ,2025-06-23,Food & Beverage,20293.0,988298.5499999999,6588657
TRX121051,USR0330,2025-07-26,Food & Beverage,35032.0,927189.2999999999,6181262
TRX076147,USR0375,2025-09-30,Shopping,613885.0,711705.2999999999,4744702
TRX091121,USR0221,2025-05-11,Bills,132698.0,572179.7999999999,3814532
TRX075705,USR0532,2025-06-16,Food & Beverage,137940.0,825422.85,5502819
TRX029384,USR0150,2025-09-30,Entertainment,66954.0,1011907.35,6746049
TRX004025,USR0860,2025-11-30,Food & Beverage,111523.0,376695.45,2511303
TRX005481,USR0572,2025-02-26,Food & Beverage,20208.0,634869.75,4232465
TRX112650,USR0115,2025-09-09,Bills,28458.0,608492.5499999999,4056617
TRX052803,USR0338,2025-09-18,Transport,206000.0,619167.15,4127781
TRX064789,USR0770,2025-09-06,Shopping,467546.0,399970.8,2666472
TRX050692,USR0660,2025-12-02,Shopping,299828.0,623848.0499999999,4158987
TRX034729,USR0342,2025-11-28,Food & Beverage,98045.0,968501.85,6456679
TRX052222,USR0159,2025-01-03,Transport,271094.0,558430.35,3722869
TRX034009,USR0972,2025-08-08,Food & Beverage,71098.0,408704.25,2724695
TRX127431,USR0546,2025-10-26,Transport,152493.0,435288.14999999997,2901921
TRX110287,USR0195,,Transport,241237.0,490525.94999999995,3270173
TRX033355,USR0642,2025-06-27,Food & Beverage,121383.0,829015.2,5526768
TRX119127,USR0315,2025-07-13,Bills,168319.0,453336.6,3022244
TRX145492,USR0179,2025-11-02,Entertainment,535674.0,670680.9,4471206
TRX138028,USR0344,2025-08-06,Entertainment,214617.0,761678.25,5077855
TRX122629,USR0857,2025-04-06,Shopping,154522.0,672781.35,4485209
TRX143739,USR0328,2025-01-22,Shopping,,869306.1,5795374
TRX123951,USR0766,2025-02-24,Hobby,442368.0,1069218.0,7128120
TRX022110,USR0292,2025-05-30,Hobby,697052.0,493000.05,3286667
TRX098484,USR0010,2025-11-04,Entertainment,641442.0,615059.4,4100396
TRX019595,USR0624,2025-08-03,Transport,72921.0,1153563.75,7690425
TRX013102,  USR0113 ,2025-05-03,Entertainment,97348.0,569477.4,3796516
TRX092349,USR0668,2025-02-01,Food & Beverage,16775.0,987712.7999999999,6584752
TRX109166,USR0890,2025-06-21,Entertainment,484459.0,445567.8,2970452
TRX116342,USR0360,2025-09-01,Entertainment,323704.0,558528.0,3723520
TRX130961,USR0366,2025-02-03,Food & Beverage,110676.0,892275.45,5948503
TRX054158,USR0554,2025-01-25,Food & Beverage,126532.0,687788.85,4585259
TRX021296,USR0393,2025-05-01,Hobby,734594.0,456248.39999999997,3041656
TRX133595,USR0253,2025-11-05,Entertainment,712811.0,453770.1,3025134
TRX029556,USR0472,2025-11-14,Entertainment,202794.0,877837.7999999999,5852252
TRX103891,USR0995,2025-02-21,Shopping,694900.0,741339.9,4942266
TRX127393,USR0480,2025-02-10,Entertainment,491408.0,989542.6499999999,6596951
TRX105806,USR0834,2025-04-17,Hobby,584404.0,969202.7999999999,6461352
TRX121720,USR0357,2025-07-12,,498096.0,1130990.55,7539937
TRX004313,USR0765,2025-01-19,Shopping,352238.0,1159632.5999999999,7730884
TRX133272,USR0662,2025-02-24,Entertainment,273268.0,800697.15,5337981
TRX107799,USR0230,2025-07-30,Shopping,407831.0,1032227.1,6881514
TRX038024,USR0889,2025-04-12,Food & Beverage,110157.0,1105883.0999999999,7372554
TRX015292,USR0284,2025-04-20,Food & Beverage,85461.0,672794.4,4485296
TRX114131,USR0830,2025-04-08,Transport,163058.0,744392.4,4962616
TRX108598,USR0588,2025-09-23,Food & Beverage,86852.0,898479.9,5989866
TRX034999,USR0245,2025-10-10,Transport,190501.0,803947.95,5359653
TRX057859,USR0476,2025-10-14,Food & Beverage,127853.0,806790.6,5378604
TRX111936,USR0822,2025-07-01,Entertainment,646236.0,380205.14999999997,2534701
TRX055168,USR0460,2025-01-06,Bills,256684.0,1061618.4,7077456
TRX094024,USR0154,2025-03-13,Entertainmnt,-678665.0,535830.0,3572200
TRX076254,USR0886,2025-05-09,Shopping,518037.0,778467.6,5189784
TRX101480,  USR0145 ,2025-04-02,Food & Beverage,126846.0,732353.5499999999,4882357
TRX027799,USR0897,2025-02-23,Bills,264499.0,714192.9,4761286
TRX027450,USR0098,2025-02-05,Food & Beverage,61841.0,804050.5499999999,5360337
TRX064327,USR0513,2025-04-22,Food & Beverage,111050.0,1192572.9,7950486
TRX149531,USR0069,2025-01-31,Food & Beverage,31363.0,852287.25,5681915
TRX125729,USR0080,2025-11-12,Shopping,637059.0,1133204.8499999999,7554699
TRX075508,USR0608,2025-03-14,Entertainment,617272.0,558971.4,3726476
TRX011325,USR0445,2025-05-17,Subscriptions,268877.0,612229.5,4081530
TRX121343,USR0102,2025-05-29,Food & Beverage,122006.0,761042.85,5073619
TRX135988,USR0989,2025-06-27,Entertainment,175289.0,909294.45,6061963
TRX137466,USR0157,2025-08-28,Transport,303734.0,810923.7,5406158
TRX067354,USR0279,2025-06-05,Food & Beverage,141711.0,431833.8,2878892
TRX114533,USR0205,2025-02-05,Food & Beverage,34942.0,693483.15,4623221
TRX053927,USR0302,2025-10-15,Bills,304512.0,950587.0499999999,6337247
TRX113489,USR0254,2025-07-21,Entertainment,442369.0,411714.14999999997,2744761
TRX007696,USR0553,2025-06-01,Entertainment,620541.0,1035344.1,6902294
TRX041473,USR0484,2025-10-23,Bills,78279.0,779143.0499999999,5194287
TRX123079,USR0464,2025-12-19,Shopping,627749.0,569295.2999999999,3795302
TRX063093,USR0644,2025-04-01,Bills,81827.0,476912.69999999995,3179418
TRX147267,USR0781,2025-10-21,Entertainment,110684.0,458838.6,3058924
TRX050844,USR0071,2025-05-26,Entertainment,375506.0,553033.0499999999,3686887
TRX045778,USR0242,2025-03-26,Entertainment,130585.0,456101.55,3040677
TRX022486,USR0272,2025-07-05,Transport,262900.0,1046486.3999999999,6976576
TRX062339,USR0605,2025-05-22,Bills,337420.0,918226.35,6121509
TRX005404,USR0638,2025-04-30,Subscriptions,173096.0,619798.95,4131993
TRX010181,USR0315,2025-09-22,Entertainment,732535.0,453336.6,3022244
TRX106420,USR0141,2025-02-25,Food & Beverage,100447.0,1143468.3,7623122
TRX129533,USR0621,2025-03-11,Entertainment,238707.0,875688.0,5837920
TRX020548,USR0452,2025-10-25,Entertainment,209032.0,524479.5,3496530
TRX039053,USR0133,2025-10-13,Food & Beverage,66630.0,529268.25,3528455
TRX098238,USR0121,2025-02-16,Hobby,487184.0,652409.4,4349396
TRX124963,USR0678,2025-02-16,,536193.0,748817.7,4992118
TRX133927,USR0994,2025-09-02,Shopping,561672.0,1152108.5999999999,7680724
TRX040778,USR0425,2025-03-25,Entertainment,-64573.0,911733.9,6078226
TRX148512,USR0757,2025-08-17,Entertainment,238779.0,1083096.3,7220642
TRX091874,USR0110,2025-12-03,Shopping,641831.0,481153.35,3207689
TRX108845,USR0592,2025-06-14,Transport,251757.0,738084.6,4920564
TRX015380,USR0187,2025-05-17,Shopping,422316.0,812738.7,5418258
TRX075719,USR0510,2025-09-17,Entertainment,565914.0,1102015.3499999999,7346769
TRX024000,USR0039,2025-09-04,Bills,112489.0,1044512.7,6963418
TRX104116,USR0083,2025-02-03,Transport,262124.0,891824.7,5945498
TRX062140,USR0148,2025-04-11,Shopping,240468.0,711769.65,4745131
TRX111068,USR0166,2025-07-06,food & beverage ,108900.0,1092432.45,7282883
TRX063631,USR0318,2025-06-15,Food & Beverage,133684.0,534395.4,3562636
TRX053702,USR0883,2025-01-12,Transport,24647.0,382331.1,2548874
TRX122731,USR0095,2025-02-02,Shopping,288079.0,424103.85,2827359
TRX133548,USR0187,2025-03-05,Food & Beverage,127699.0,812738.7,5418258
TRX080061,USR0816,2025-11-22,Entertainment,137706.0,530925.6,3539504
TRX055631,USR0102,2025-06-01,Shopping,432809.0,761042.85,5073619
TRX047434,USR0015,2025-08-28,Transport,144710.0,749412.15,4996081
TRX097477,USR0635,2025-12-17,Entertainment,123464.0,526817.5499999999,3512117
TRX134919,USR0393,2025-07-28,Entertainment,501317.0,456248.39999999997,3041656
TRX093025,USR0191,2025-02-15,Bills,117064.0,789416.85,5262779
TRX029942,USR0805,2025-09-25,Shopping,327386.0,936569.5499999999,6243797
TRX026138,USR0726,2025-01-15,Subscriptions,,479453.69999999995,3196358
TRX112950,USR0264,2025-09-27,Entertainment,116338.0,504736.35,3364909
TRX011719,USR0141,2025-08-22,Entertainmnt,186132.0,1143468.3,7623122
TRX094233,USR0541,2025-10-20,Food & Beverage,86319.0,678987.0,4526580
TRX101490,USR0707,2025-10-21,Hobby,162185.0,835333.95,5568893
TRX055748,USR0698,2025-03-27,Bills,335534.0,732504.9,4883366
TRX127726,USR0622,2025-06-26,Food & Beverage,56998.0,869407.5,5796050
TRX084547,USR0056,2025-11-21,Transport,196143.0,399490.95,2663273
TRX103040,USR0442,2025-06-12,Transport,93132.0,789163.35,5261089
TRX101578,USR0541,2025-05-04,Bills,342424.0,678987.0,4526580
TRX036477,USR0676,2025-11-22,food & beverage ,30369.0,553785.2999999999,3691902
TRX102197,USR0625,2025-08-31,Food & Beverage,71303.0,776839.7999999999,5178932
TRX055121,USR0295,2025-06-19,Shopping,673426.0,631875.45,4212503
TRX110078,USR0533,2025-02-12,Hobby,589639.0,1051682.8499999999,7011219
TRX135768,USR0866,2025-11-08,Bills,56100.0,1002045.45,6680303
TRX085980,USR0308,2025-07-27,Food & Beverage,117449.0,597543.6,3983624
TRX050335,  USR0196 ,2025-06-30,Subscriptions,331629.0,775403.25,5169355
TRX125882,USR0810,2025-06-14,Entertainment,441179.0,869264.5499999999,5795097
TRX097797,USR0075,2025-02-09,Food & Beverage,61831.0,912310.35,6082069
TRX023202,USR0673,2025-09-15,Entertainment,193680.0,945364.35,6302429
TRX145514,USR0962,2025-07-03,Food & Beverage,139740.0,582997.7999999999,3886652
TRX098673,USR0351,2025-06-24,Bills,144244.0,664909.2,4432728
TRX033262,USR0816,2025-03-31,Entertainment,448136.0,530925.6,3539504
TRX049672,USR0478,2025-12-19,Transport,162079.0,1024178.7,6827858
TRX079535,USR0593,2025-02-16,Entertainment,248572.0,762385.35,5082569
TRX091077,USR0505,2025-10-12,Shopping,106821.0,1156738.95,7711593
TRX139140,USR0136,2025-06-27,Food & Beverage,66122.0,1193663.8499999999,7957759
TRX054497,USR0958,2025-03-10,Shopping,64004.0,632733.6,4218224
TRX082640,  USR0155 ,2025-08-22,Bills,108057.0,693070.95,4620473
TRX102307,USR0231,2025-04-11,Hobby,123138.0,1133529.15,7556861
TRX045619,USR0805,2025-10-31,Shopping,141708.0,936569.5499999999,6243797
TRX146361,USR0063,2025-11-11,Transport,233390.0,501528.44999999995,3343523
TRX121631,USR0473,2025-11-07,Shopping,667519.0,934925.85,6232839
TRX036156,USR0928,,Entertainment,344191.0,490920.0,3272800
TRX055409,USR0206,2025-11-11,Food & Beverage,19118.0,957148.95,6380993
TRX061817,USR0301,2025-06-12,,101411.0,945975.45,6306503
TRX054731,USR0146,2025-12-17,Entertainment,50066.0,898068.6,5987124
TRX062390,USR0669,2025-08-10,food & beverage ,54818.0,1031228.5499999999,6874857
TRX037474,USR0643,2025-07-07,Food & Beverage,75584.0,550554.75,3670365
TRX006957,USR0726,2025-05-26,Shopping,397521.0,479453.69999999995,3196358
TRX063942,USR0806,2025-07-29,Entertainment,439245.0,602181.2999999999,4014542
TRX039918,  USR0657 ,2025-06-07,Transport,235777.0,573610.5,3824070
TRX137093,USR0583,2025-10-20,Shopping,104573.0,984366.2999999999,6562442
TRX120944,USR0180,2025-10-21,Shopping,488178.0,810242.1,5401614
TRX037215,USR0355,2025-04-13,Food & Beverage,17276.0,729244.7999999999,4861632
TRX078734,USR0822,2025-04-04,Entertainment,694151.0,380205.14999999997,2534701
TRX001081,USR0452,2025-11-25,Transport,211098.0,524479.5,3496530
TRX114045,USR0435,2025-12-25,Hobby,385821.0,842575.7999999999,5617172
TRX118581,USR0072,2025-09-21,Food & Beverage,95250.0,826205.7,5508038
TRX050532,USR0192,2025-06-03,Transport,264483.0,722857.35,4819049
TRX037679,USR0848,2025-07-16,Transport,264009.0,435467.85,2903119
TRX000284,USR0264,2025-06-24,Food & Beverage,121767.0,504736.35,3364909
TRX027711,USR0445,2025-04-22,Food & Beverage,48250.0,612229.5,4081530
TRX062088,USR0762,2025-06-26,Transport,326328.0,1186312.95,7908753
TRX042645,USR0944,2025-07-27,Entertainment,463929.0,1130716.2,7538108
TRX074031,USR0554,2025-05-29,Shopping,248060.0,687788.85,4585259
TRX108863,USR0119,2025-11-03,Food & Beverage,64807.0,472529.85,3150199
TRX066137,USR0878,2025-06-01,Bills,42736.0,667018.95,4446793
TRX098053,USR0685,2025-03-05,Transport,49191.0,701190.9,4674606
TRX121159,USR0163,2025-11-22,Food & Beverage,99558.0,589432.65,3929551
TRX132638,USR0434,2025-05-14,Food & Beverage,22380.0,813421.2,5422808
TRX044448,USR0052,2025-07-01,Entertainment,,1055563.5,7037090
TRX139075,USR0304,2025-06-24,food & beverage ,68604.0,1160749.65,7738331
TRX037025,USR0530,2025-12-13,Transport,332175.0,509982.75,3399885
TRX004399,USR0728,2025-12-09,Food & Beverage,105395.0,1175542.65,7836951
